severity,type,id,detail,files
High,MissingFields,store_copy-s01,"Missing: chapter, pov, date, location",store_copy
High,MissingFields,1994_replacements_guide-s01,"Missing: chapter, pov, date, location",1994_replacements_guide
High,MissingFields,milestone_template-s01,"Missing: chapter, pov, date, location",milestone_template
High,MissingFields,0a_avery_prologue_beat2objective_20250814t0941z-s01,"Missing: chapter, pov, location",0a_avery_prologue_beat2objective_20250814t0941z
High,MissingFields,0b_clara_prologue_beat2objective_20250814t0941z-s01,"Missing: chapter, pov, location",0b_clara_prologue_beat2objective_20250814t0941z
High,MissingFields,assetlist_0a_quantico-s01,"Missing: chapter, pov, location",assetlist_0a_quantico
High,MissingFields,assetlist_0b_betsyapt-s01,"Missing: chapter, pov, location",assetlist_0b_betsyapt
High,MissingFields,assetlist_ch1_brightstar-s01,"Missing: chapter, pov, location",assetlist_ch1_brightstar
High,MissingFields,assets_0a_quantico_1989_20250814t1030z-s01,"Missing: chapter, pov, location",assets_0a_quantico_1989_20250814t1030z
High,MissingFields,assets_0b_betsysapt_1994_20250814t1030z-s01,"Missing: chapter, pov, location",assets_0b_betsysapt_1994_20250814t1030z
High,MissingFields,ch1-state-s01,"Missing: chapter, pov, date, location",ch1-state
High,MissingFields,ch1_beat2objective-s01,"Missing: chapter, pov, location",ch1_beat2objective
High,MissingFields,ch1_narrative_corrections_worksheet-s01,"Missing: chapter, pov, location",ch1_narrative_corrections_worksheet
High,MissingFields,ch1_outline_simplecuriosity-s01,"Missing: chapter, pov, location",ch1_outline_simplecuriosity
High,MissingFields,ch1_polishchecklist-s01,"Missing: chapter, pov, location",ch1_polishchecklist
High,MissingFields,ch1_stringkeymanifest-s01,"Missing: chapter, pov, location",ch1_stringkeymanifest
High,MissingFields,ch2-state-s01,"Missing: chapter, pov, date, location",ch2-state
High,MissingFields,ch2_avery_tracker-s01,"Missing: chapter, pov, date, location",ch2_avery_tracker
High,MissingFields,ch3_scoring_table-s01,"Missing: chapter, pov, date, location",ch3_scoring_table
High,MissingFields,ch3_trackers-s01,"Missing: chapter, pov, date, location",ch3_trackers
High,MissingFields,ch4_convergence_rework-s01,"Missing: chapter, pov, date, location",ch4_convergence_rework
High,MissingFields,ch4_scoring_table-s01,"Missing: chapter, pov, date, location",ch4_scoring_table
High,MissingFields,ch4_tracker-s01,"Missing: chapter, pov, date, location",ch4_tracker
High,MissingFields,ch5-6_build_verification-s01,"Missing: chapter, pov, date, location",ch5-6_build_verification
High,MissingFields,ch5-6_combat_evidence_scoring-s01,"Missing: chapter, pov, date, location",ch5-6_combat_evidence_scoring
High,MissingFields,ch5-6_deepdlamp_flags-s01,"Missing: chapter, pov, date, location",ch5-6_deepdlamp_flags
High,MissingFields,ch5-6_dlamp_evidence_index-s01,"Missing: chapter, pov, date, location",ch5-6_dlamp_evidence_index
High,MissingFields,ch5-6_krill_handler_log-s01,"Missing: chapter, pov, date, location",ch5-6_krill_handler_log
High,MissingFields,ch5_tracker-s01,"Missing: chapter, pov, date, location",ch5_tracker
High,MissingFields,ch6_balance_telemetry_spec-s01,"Missing: chapter, pov, date, location",ch6_balance_telemetry_spec
High,MissingFields,ch6_blueonblue_test_plan-s01,"Missing: chapter, pov, date, location",ch6_blueonblue_test_plan
High,MissingFields,ch6_bug_triage_template-s01,"Missing: chapter, pov, date, location",ch6_bug_triage_template
High,MissingFields,ch6_ending_scorecard-s01,"Missing: chapter, pov, date, location",ch6_ending_scorecard
High,MissingFields,ch6_flags_endings-s01,"Missing: chapter, pov, date, location",ch6_flags_endings
High,MissingFields,ch6_known_issues-s01,"Missing: chapter, pov, date, location",ch6_known_issues
High,MissingFields,ch6_operational_checklist-s01,"Missing: chapter, pov, date, location",ch6_operational_checklist
High,MissingFields,ch6_playtest_log_sheet-s01,"Missing: chapter, pov, date, location",ch6_playtest_log_sheet
High,MissingFields,ch6_qa_test_cases-s01,"Missing: chapter, pov, date, location",ch6_qa_test_cases
High,MissingFields,ch6_scoring_raid-s01,"Missing: chapter, pov, date, location",ch6_scoring_raid
High,MissingFields,ch6_tracker-s01,"Missing: chapter, pov, date, location",ch6_tracker
High,MissingFields,ch7-city-rules-s01,"Missing: chapter, pov, date, location",ch7-city-rules
High,MissingFields,ch7-state-s01,"Missing: chapter, pov, date, location",ch7-state
High,MissingFields,developer-guides-s01,"Missing: chapter, pov, date, location",developer-guides
High,MissingFields,devices_storage_1994-s01,"Missing: chapter, pov, location",devices_storage_1994
High,MissingFields,epilogue-state-s01,"Missing: chapter, pov, date, location",epilogue-state
High,MissingFields,epilogue-validation-s01,"Missing: chapter, pov, date, location",epilogue-validation
High,MissingFields,evidence-caps-s01,"Missing: chapter, pov, date, location",evidence-caps
High,MissingFields,glossary_1994_terms-s01,"Missing: chapter, pov, date, location",glossary_1994_terms
High,MissingFields,inlinepatch_sec-04_ch1-s01,"Missing: chapter, pov, date, location",inlinepatch_sec-04_ch1
High,MissingFields,inlinepatch_sec-04_prologues-s01,"Missing: chapter, pov, date, location",inlinepatch_sec-04_prologues
High,MissingFields,inlinepatch_sec-05_ch1-s01,"Missing: chapter, pov, date, location",inlinepatch_sec-05_ch1
High,MissingFields,inlinepatch_sec-05_prologues-s01,"Missing: chapter, pov, date, location",inlinepatch_sec-05_prologues
High,MissingFields,inlinepatch_tdd_ch1-s01,"Missing: chapter, pov, date, location",inlinepatch_tdd_ch1
High,MissingFields,inlinepatch_tdd_prologues-s01,"Missing: chapter, pov, date, location",inlinepatch_tdd_prologues
High,MissingFields,microtac_feature_pairs-s01,"Missing: chapter, pov, date, location",microtac_feature_pairs
High,MissingFields,ch5-6,"Missing: chapter, pov, date, location",milestone_v0.6-ch5-6-merge
High,MissingFields,narr-tracker_playbook-outline_sync_v0.1-s01,"Missing: chapter, pov, location",narr-tracker_playbook-outline_sync_v0.1
High,MissingFields,narr-tracker_prologues_v0.3-s01,"Missing: chapter, pov, location",narr-tracker_prologues_v0.3
High,MissingFields,period_sweep_violations_ch5-ch6-s01,"Missing: chapter, pov, date, location",period_sweep_violations_ch5-ch6
High,MissingFields,project_summary-s01,"Missing: chapter, pov, location",project_summary
High,MissingFields,prologues_polishchecklist-s01,"Missing: chapter, pov, location",prologues_polishchecklist
High,MissingFields,prologues_stringkeymanifest-s01,"Missing: chapter, pov, location",prologues_stringkeymanifest
High,MissingFields,prop_sec-04_loops_prologues-s01,"Missing: chapter, pov, location",prop_sec-04_loops_prologues
High,MissingFields,prop_sec-05_systems_prologuesflags-s01,"Missing: chapter, pov, location",prop_sec-05_systems_prologuesflags
High,MissingFields,prop_tdd_evidence_fieldpad_prologueshooks-s01,"Missing: chapter, pov, location",prop_tdd_evidence_fieldpad_prologueshooks
High,MissingFields,pr_closeout_checklist_ch5-ch6-s01,"Missing: chapter, pov, date, location",pr_closeout_checklist_ch5-ch6
High,MissingFields,pr_crosscheck_results_log-s01,"Missing: chapter, pov, location",pr_crosscheck_results_log
High,MissingFields,pr_reviewer_assignment_matrix-s01,"Missing: chapter, pov, date, location",pr_reviewer_assignment_matrix
High,MissingFields,pr_reviewer_findings_log_ch5-ch6-s01,"Missing: chapter, pov, location",pr_reviewer_findings_log_ch5-ch6
High,MissingFields,pr_run_log_ch5-ch6-s01,"Missing: chapter, pov, date, location",pr_run_log_ch5-ch6
High,MissingFields,pr_signoff_form_ch5-ch6-s01,"Missing: chapter, pov, date, location",pr_signoff_form_ch5-ch6
High,MissingFields,pr_status_board_ch5-ch6-s01,"Missing: chapter, pov, date, location",pr_status_board_ch5-ch6
High,MissingFields,pr_status_board_ch7-s01,"Missing: chapter, pov, date, location",pr_status_board_ch7
High,MissingFields,pr_triage_template_ch5-ch6-s01,"Missing: chapter, pov, location",pr_triage_template_ch5-ch6
High,MissingFields,pr_validation_master_checklist_ch5-ch6-s01,"Missing: chapter, pov, date, location",pr_validation_master_checklist_ch5-ch6
High,MissingFields,pr_validation_results_summary_ch5-ch6-s01,"Missing: chapter, pov, location",pr_validation_results_summary_ch5-ch6
High,MissingFields,pr_validation_results_summary_ch7-s01,"Missing: chapter, pov, location",pr_validation_results_summary_ch7
High,MissingFields,pr_validation_tasklist_ch5-ch6-s01,"Missing: chapter, pov, date, location",pr_validation_tasklist_ch5-ch6
High,MissingFields,pr_validation_tasklist_ch7-s01,"Missing: chapter, pov, date, location",pr_validation_tasklist_ch7
High,MissingFields,qatelemetry_0a_quantico-s01,"Missing: chapter, pov, location",qatelemetry_0a_quantico
High,MissingFields,qatelemetry_0b_betsyapt-s01,"Missing: chapter, pov, location",qatelemetry_0b_betsyapt
High,MissingFields,qatelemetry_ch1-s01,"Missing: chapter, pov, location",qatelemetry_ch1
High,MissingFields,root_cutlist_removals_ch5-ch6-s01,"Missing: chapter, pov, date, location",root_cutlist_removals_ch5-ch6
High,MissingFields,root_file_ownership_matrix-s01,"Missing: chapter, pov, date, location",root_file_ownership_matrix
High,MissingFields,root_integration_completion_ticket-s01,"Missing: chapter, pov, date, location",root_integration_completion_ticket
High,MissingFields,root_issue_template_ch5-ch6_merge-s01,"Missing: chapter, pov, date, location",root_issue_template_ch5-ch6_merge
High,MissingFields,root_merge_paste_progress-s01,"Missing: chapter, pov, date, location",root_merge_paste_progress
High,MissingFields,root_merge_reviewer_checklist-s01,"Missing: chapter, pov, date, location",root_merge_reviewer_checklist
High,MissingFields,root_merge_risk_register-s01,"Missing: chapter, pov, location",root_merge_risk_register
High,MissingFields,root_merge_smoke_checks-s01,"Missing: chapter, pov, date, location",root_merge_smoke_checks
High,MissingFields,root_merge_status_ch5-ch6-s01,"Missing: chapter, pov, date, location",root_merge_status_ch5-ch6
High,MissingFields,root_metrics_snapshot_template-s01,"Missing: chapter, pov, location",root_metrics_snapshot_template
High,MissingFields,root_qa_test_cases_ch5-ch6-s01,"Missing: chapter, pov, date, location",root_qa_test_cases_ch5-ch6
High,MissingFields,root_regressions_watchlist_ch5-ch6-s01,"Missing: chapter, pov, date, location",root_regressions_watchlist_ch5-ch6
High,MissingFields,root_reviewer_questions_ch5-ch6-s01,"Missing: chapter, pov, date, location",root_reviewer_questions_ch5-ch6
High,MissingFields,root_review_signoff_sheet-s01,"Missing: chapter, pov, location",root_review_signoff_sheet
High,MissingFields,root_seed_test_matrix_ch5-ch6-s01,"Missing: chapter, pov, location",root_seed_test_matrix_ch5-ch6
High,MissingFields,sec-03-ch4_narrative-s01,"Missing: chapter, pov, date, location",sec-03-ch4_narrative
High,MissingFields,sec-03-ch6_raid_addendum-s01,"Missing: chapter, pov, date, location",sec-03-ch6_raid_addendum
High,MissingFields,sec-05-ch4_systems-s01,"Missing: chapter, pov, date, location",sec-05-ch4_systems
High,MissingFields,sec-06-ch6_srs_secret_annex_world-s01,"Missing: chapter, pov, date, location",sec-06-ch6_srs_secret_annex_world
High,MissingFields,sec06_ch1_worldlayouts-s01,"Missing: chapter, pov, location",sec06_ch1_worldlayouts
High,MissingFields,sec07_ch1_medstat_notes_ui-s01,"Missing: chapter, pov, location",sec07_ch1_medstat_notes_ui
High,MissingFields,shotlist_0a_quantico-s01,"Missing: chapter, pov, location",shotlist_0a_quantico
High,MissingFields,shotlist_0b_betsyapt-s01,"Missing: chapter, pov, location",shotlist_0b_betsyapt
High,MissingFields,shotlist_ch1_brightstar-s01,"Missing: chapter, pov, location",shotlist_ch1_brightstar
High,MissingFields,shotlist_ch1_roadside-s01,"Missing: chapter, pov, location",shotlist_ch1_roadside
High,MissingFields,startac_hits-s01,"Missing: chapter, pov, date, location",startac_hits
High,MissingFields,tutorialcopy_0a_avery_20250814t0948z-s01,"Missing: chapter, pov, location",tutorialcopy_0a_avery_20250814t0948z
High,MissingFields,tutorialcopy_0b_clara_20250814t0948z-s01,"Missing: chapter, pov, location",tutorialcopy_0b_clara_20250814t0948z
High,MissingFields,tutorialcopy_ch1_avery-s01,"Missing: chapter, pov, location",tutorialcopy_ch1_avery
High,MissingFields,tutorialcopy_ch1_clara-s01,"Missing: chapter, pov, location",tutorialcopy_ch1_clara
High,MissingFields,validation_run_report_ch5-ch6-s01,"Missing: chapter, pov, location",validation_run_report_ch5-ch6
High,MissingFields,voscript_0a_avery-s01,"Missing: chapter, pov, location",voscript_0a_avery
High,MissingFields,voscript_0b_clara-s01,"Missing: chapter, pov, location",voscript_0b_clara
High,MissingFields,voscript_ch1_avery-s01,"Missing: chapter, pov, location",voscript_ch1_avery
High,MissingFields,voscript_ch1_clara-s01,"Missing: chapter, pov, location",voscript_ch1_clara
Low,POVUnknown,.release_pr_body-s01,POV 'nan' is not Clara or Avery,.release_pr_body
Low,POVUnknown,000_diplomagic_next_task-s01,POV 'nan' is not Clara or Avery,000_diplomagic_next_task
Low,POVUnknown,archive_index_diplomagic-s01,POV 'nan' is not Clara or Avery,archive_index_diplomagic
Low,POVUnknown,auto_merge_report-s01,POV 'nan' is not Clara or Avery,auto_merge_report
Low,POVUnknown,changelog-s01,POV 'nan' is not Clara or Avery,changelog
Low,POVUnknown,changelog_auto-s01,POV 'nan' is not Clara or Avery,changelog_auto
Low,POVUnknown,contributing-s01,POV 'nan' is not Clara or Avery,contributing
Low,POVUnknown,corkboard — 2025-08-17 — canvas audit and chat alignment-s01,POV 'nan' is not Clara or Avery,corkboard — 2025-08-17 — canvas audit and chat alignment
Low,POVUnknown,departments — roster-s01,POV 'nan' is not Clara or Avery,departments — roster
Low,POVUnknown,diplomagic_gdd_automerge_runbook-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_automerge_runbook
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,mail — dashboard-s01,POV 'nan' is not Clara or Avery,mail — dashboard
Low,POVUnknown,master_manifest-s01,POV 'nan' is not Clara or Avery,master_manifest
Low,POVUnknown,merge-body-s01,POV 'nan' is not Clara or Avery,merge-body
Low,POVUnknown,pr_body-s01,POV 'nan' is not Clara or Avery,pr_body
Low,POVUnknown,readme-s01,POV 'nan' is not Clara or Avery,readme
Low,POVUnknown,release-notes-s01,POV 'nan' is not Clara or Avery,release-notes
Low,POVUnknown,release-s01,POV 'nan' is not Clara or Avery,release
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,sec-epilogue-s01,POV 'nan' is not Clara or Avery,sec-epilogue
Low,POVUnknown,tdd-evidence+fieldpad - technical design document-s01,POV 'nan' is not Clara or Avery,tdd-evidence+fieldpad - technical design document
Low,POVUnknown,readme_pr_commenter-s01,POV 'nan' is not Clara or Avery,readme_pr_commenter
Low,POVUnknown,corkboard_department_ack_macro-s01,POV 'nan' is not Clara or Avery,corkboard_department_ack_macro
Low,POVUnknown,department_charters_pack-s01,POV 'nan' is not Clara or Avery,department_charters_pack
Low,POVUnknown,department_macros_guide-s01,POV 'nan' is not Clara or Avery,department_macros_guide
Low,POVUnknown,mail_department_dashboard-s01,POV 'nan' is not Clara or Avery,mail_department_dashboard
Low,POVUnknown,optimization_macro_departments_subcontractors-s01,POV 'nan' is not Clara or Avery,optimization_macro_departments_subcontractors
Low,POVUnknown,org_notice_department_leads-s01,POV 'nan' is not Clara or Avery,org_notice_department_leads
Low,POVUnknown,project_workspace_instructions-s01,POV 'nan' is not Clara or Avery,project_workspace_instructions
Low,POVUnknown,repodirs-s01,POV 'nan' is not Clara or Avery,repodirs
Low,POVUnknown,archive_pack_20250816-1022_ci_epilogue-asserts-s01,POV 'nan' is not Clara or Avery,archive_pack_20250816-1022_ci_epilogue-asserts
Low,POVUnknown,archive_pack_gdd_rebuild_2025-08-16_0809et-s01,POV 'nan' is not Clara or Avery,archive_pack_gdd_rebuild_2025-08-16_0809et
Low,POVUnknown,archive_pack_gdd_rebuild_2025-08-16_1831et-s01,POV 'nan' is not Clara or Avery,archive_pack_gdd_rebuild_2025-08-16_1831et
Low,POVUnknown,archive_release_notes_v_0-s01,POV 'nan' is not Clara or Avery,archive_release_notes_v_0
Low,POVUnknown,release_notes_v0.1-docs-structure-s01,POV 'nan' is not Clara or Avery,release_notes_v0.1-docs-structure
Low,POVUnknown,repo_snapshot-s01,POV 'nan' is not Clara or Avery,repo_snapshot
Low,POVUnknown,enemy systems department — notes (archived 2025-08-17)-s01,POV 'nan' is not Clara or Avery,enemy systems department — notes (archived 2025-08-17)
Low,POVUnknown,statblocks & enemies department — charter (archived 2025-08-17)-s01,POV 'nan' is not Clara or Avery,statblocks & enemies department — charter (archived 2025-08-17)
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
